id_lugar,nombre,rating,reseñas,rango_precio,lat,lon,direccion,tipo,estado_negocio,Tipo
ChIJ6QX3ZxybP44RibB_NVoAxcw,Eclipse Night Club,4.8,14.0,,4.6749168,-74.04822109999999,"Cra. 11a #93 - 18, Chapinero, Bogotá, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJz3sfmJKaP44RbFOv3C9THXk,Sutton Club Bogotá,4.3,1095.0,,4.677395,-74.05184419999999,"Ak 15 #93 - 37, Bogotá","bar,night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJgeGlw_GbP44Rg70YWA_TUfs,Latino Gang Bogotá,3.7,373.0,,4.6674398,-74.0547893,"Kr 13 #82-43, Colombia, Bogotá","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJ4w3VTJWbP44RxWk49DIK1jg,Kaputt Club Bogotá,3.9,326.0,2.0,4.6501297,-74.06652629999999,"Cl 63 #15-70, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ1WPdJiibP44RPWj3mLGQD20,Sonora Club Bogotá,2.9,107.0,,4.6416891,-74.0761155,"Cra 27 #52 -61, Teusaquillo, Bogotá, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ5aQaMcOZP44RU0uPhTeEpzQ,Griego Rooftop,4.8,1589.0,,4.6683975,-74.0538024,"Cl. 82 #12a - 35, Chapinero, Bogotá, Cundinamarca","bar,night_club,restaurant,food,point_of_interest,establishment",OPERATIONAL,B
ChIJlUkDbkaaP44ROKkg2Ab-_to,Video Club,4.3,1746.0,3.0,4.6508132,-74.06350119999999,"Cl. 64 #13-09, Bogotá","bar,point_of_interest,establishment",OPERATIONAL,B
ChIJN0qvd56ZP44RX2LBwQF5RNo,Castillo VIP Night Club,4.0,59.0,3.0,4.6126646,-74.0764951,"Cl. 22A #1631, Bogotá","night_club,travel_agency,point_of_interest,establishment",OPERATIONAL,B
ChIJuUlr_IGbP44RceEbxo_PZws,Bar La Santa Club,4.1,2266.0,2.0,4.6671236,-74.1184768,"Barrio: Modelia Colombia Carrera 75 #N° 24C- 08, Piso 2, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJnX7K9JOaP44RwthJVZZS_50,LIDO CLUB MUJERES,3.1,78.0,4.0,4.6808068,-74.0490614,"a 95-83, Cra. 14 #95-1, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJRVC5AL6bP44R9NkvsTDN494,Sensual Night Club - Llama o escribe por WhatsApp,4.3,22.0,,4.6866785,-74.0467153,"Night Club Sensual - Llamar primero - directorio erotico, Cra. 14A #101-82, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ25HmlH-bP44RBw6Y6FEtEEo,Saint Tropez Club,4.1,41.0,,4.6751974,-74.05414139999999,"Cl. 90 #16-56, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ6erqWxuZP44Rvubvi-Dv1WY,Osos Night Club,4.4,8.0,,4.6077536,-74.0701019,"Cl 22 #6-24, Santa Fé, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJIxKHIvWaP44R0oitKj0uQoM,Imperio SW - Swinger Club & Spa,4.5,580.0,,4.6682682,-74.0548551,"Cra. 14 #83 - 18, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJKaBqQmafP44RPtgN_HGh-Ig,Avalon Club Bogotá,4.3,24.0,,4.6135446,-74.1352938,"Av. 1 de Mayo #69a3, Antonio Nariño, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ8b2rXKGfP44RmLnRcsmThU8,Salvaje Bar,4.2,98.0,,4.6202523,-74.1374495,"Cra. 71d #3-29sur, Kennedy, Bogotá, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJg2BhJfWaP44Rw4CFYpTomAY,4.40 Music Hall,4.3,3387.0,3.0,4.6682882,-74.0543489,"Kr 13 #83-47, Bogotá","bar,liquor_store,point_of_interest,store,establishment",OPERATIONAL,B
ChIJXdx-sliaP44RCpmL_sgPzT4,Inter Spa Swinger Bar,4.2,125.0,,4.665685499999999,-74.0595154,"Cra. 18 #78 - 50, Bogotá","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJCfVz5TiaP44RPc2on-jab5U,Disco Jaguar,4.3,2557.0,2.0,4.644458699999999,-74.0613767,"Ak 7 #59-30, Bogotá","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJU_3aRESaP44Rwvo0y8ZqxN4,Latina Bar - Bolirana Club,4.3,276.0,,4.6533438,-74.061323,"10001, Chapinero, Bogotá, Cundinamarca","bar,night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ2ZOP5_SaP44RBM7owYAI44o,Gnoveva,3.2,87.0,,4.669246,-74.0550124,"Cll 84 # 14 - 44, Zona Rosa, Bogotá, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJBy2K4fSaP44R1TpR6LDhJm8,The Rooms Club,3.1,18.0,,4.6687999,-74.0553532,"Cra 14 a # 83-49 313 8019144, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJYb2Y2kWaP44RzqvJDorTQHE,Boogaloop Club,4.2,364.0,2.0,4.6520521,-74.06295960000001,"Kr 13 #65-42, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJtdmq6IqaP44RPf1YdCKZGLE,Apolo's Men,4.5,404.0,2.0,4.681634,-74.04943639999999,"Ak 15 #95-82, Chapinero, Bogotá, Cundinamarca","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJ3xcnuwufP44RbxCGCd-8uIw,Amnesia Club,4.4,60.0,,4.5778921,-74.216466,"Cra. 13 Este #2b 36 piso 3, Soacha, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJZ1LlQG2bP44RDPjVtzHX_D0,Ozzy Company,4.6,3992.0,2.0,4.6784069,-74.1017746,"Av. Boyacá #64 F 15, Engativá, Bogotá, Cundinamarca","bar,night_club,restaurant,point_of_interest,food,establishment",OPERATIONAL,B
ChIJSWv2YvWaP44RGuERoto26nM,Furia Rooftop,3.7,762.0,4.0,4.6665611,-74.0555167,"Cl. 81 #13-26, Bogotá","bar,night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJay6LXTiaP44RYMcEzAQAz4I,Coyote Cazy! Disco Dance Club,4.0,136.0,2.0,4.645489,-74.062761,"Cra. 9 #59 09, Bogotá","bar,liquor_store,night_club,point_of_interest,store,food,establishment",OPERATIONAL,B
ChIJB52vdLqeP44RTdydwlm8b3o,guadalajara,4.2,131.0,,4.6144705,-74.13608839999999,"Av. 1 de Mayo #69 B-52, Antonio Nariño, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ-4CDckaaP44RizY52zih02w,Dark Club Bar,4.3,89.0,2.0,4.650821,-74.0637701,"Cl. 64 #13-35 2 Piso, Chapinero, Bogotá","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJzdZmfxibP44RtkYVlLfZB94,Sector 9 Arcade,3.7,18.0,,4.650867499999999,-74.06610010000001,"Cl. 72A #20-12, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJKYGLXTiaP44RhCKSfUGTR1w,Indie Cave Music Bar,4.3,24.0,,4.6438915,-74.0637624,"Cl. 57 #9-10, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJjS7CYFGbP44Rf2QQsW9K7Wk,El Bunker Club Bogotá,3.9,136.0,,4.6467776,-74.0631713,"Cra. 9a #60-25, Chapinero, Bogotá, Cundinamarca","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJRYaywxCZP44RCwALcgbkPiw,mayans club,4.3,22.0,,4.6093001,-74.07994099999999,"Cra. 17 #44 sur, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJfwDahGKfP44RRHniW-Q9S9I,Disco bar PARÍS,4.8,13.0,,4.6232734,-74.1892281,"Cl. 59c Sur #87D, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJex2Si4ibP44Ro-L2gIWVAlE,THEBOSSCLUB,4.8,6.0,,4.667993399999999,-74.0551653,"Cra. 14 #82-19, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJvzmXPIycP44R-7PQeVXv_RY,Dubai Club,3.8,60.0,,4.674766400000001,-74.14246949999999,"Local 1, Cra. 99 #20-25, Fontibón, Bogotá","night_club,bar,point_of_interest,establishment",OPERATIONAL,B
ChIJ83QbCvuEP44R19PBcVMdkGs,Bonka de Suba,4.1,126.0,2.0,4.7393561,-74.0849787,"14, Cl. 145b #91, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJmW8Z44GbP44Ri1Hv7zbmLq4,Ibiza isla Récords,4.0,264.0,2.0,4.6674293,-74.1189445,"Cl. 24c # 75-51, Fontibón, Bogotá, Cundinamarca","night_club,restaurant,food,point_of_interest,establishment",OPERATIONAL,B
ChIJ-SHW_4GbP44RVEBwLIjaVmk,Casa Mexico Modelia Club,3.6,15.0,,4.6677175,-74.11824639999999,"Ak. 24 #7520, Bogotá","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJLRRVsaabP44RiNJIBFo5cv4,Capri Club,3.8,18.0,,4.6677197,-74.054345,"Cl. 83 #12A - 36 Piso 3, Chapinero, Bogotá, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJ-bEKBwCbP44RGZHOSxquObE,Club SW69 - Swinger Bar,4.1,27.0,,4.6535204,-74.06008229999999,"Cl. 69 #10-30, Chapinero, Bogotá, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
ChIJeYzc7pWfP44RSTvnpsldVcU,Phoenix Club,4.4,11.0,,4.613002,-74.13434219999999,"Junto cigarreria Jonny Real, Av. 1 de Mayo #69 - 40, Kennedy, Bogotá, Cundinamarca","night_club,point_of_interest,establishment",OPERATIONAL,B
